Timestamp,City,Road_Name,Direction,Lanes,Speed_kmph,Congestion_Level
2024-01-25 22:29,Chennai,ECR,Eastbound,3,33.6,Moderate
2024-01-09 16:34,Hyderabad,Necklace Rd,Southbound,3,45.4,Low
2024-01-20 04:51,Bangalore,Bellary Rd,Eastbound,4,40.7,Low
2024-01-09 22:00,Hyderabad,Necklace Rd,Southbound,4,28.9,Moderate
2024-01-27 20:46,Bangalore,100 Feet Rd,Southbound,4,24.8,High
2024-01-06 11:39,Mumbai,Linking Rd,Eastbound,3,18.3,High
2024-01-13 02:41,Bangalore,Bellary Rd,Southbound,3,18.0,High
2024-01-07 21:28,Delhi,Outer Ring Road,Southbound,4,39.8,Moderate
2024-01-23 11:38,Chennai,Mount Rd,Northbound,1,53.1,Low
2024-01-13 12:09,Delhi,Ring Road,Southbound,1,36.5,Moderate
2024-01-05 23:41,Chennai,OMR,Southbound,1,44.1,Low
2024-01-29 12:21,Mumbai,Eastern Freeway,Eastbound,2,32.9,Moderate
2024-01-19 06:39,Chennai,OMR,Southbound,4,39.3,Moderate
2024-01-13 23:04,Hyderabad,NH65,Southbound,3,50.0,Low
2024-01-15 12:15,Hyderabad,NH65,Westbound,1,27.5,Moderate
2024-01-19 20:22,Bangalore,Outer Ring Rd,Eastbound,1,17.6,High
2024-01-20 14:09,Hyderabad,Necklace Rd,Eastbound,2,38.0,Moderate
2024-01-17 08:32,Chennai,Mount Rd,Southbound,3,17.4,High
2024-01-07 06:15,Chennai,Mount Rd,Eastbound,4,46.6,Low
2024-01-14 03:08,Chennai,OMR,Northbound,2,59.5,Low
2024-01-21 11:17,Chennai,Mount Rd,Eastbound,2,37.3,Moderate
2024-01-17 07:52,Hyderabad,Necklace Rd,Southbound,4,51.5,Low
2024-01-19 21:07,Chennai,OMR,Eastbound,2,50.1,Low
2024-01-15 03:27,Chennai,Mount Rd,Westbound,3,21.5,High
2024-01-30 21:53,Mumbai,Linking Rd,Westbound,3,28.5,Moderate
2024-01-17 14:23,Bangalore,100 Feet Rd,Northbound,4,60.0,Low
2024-01-01 20:11,Hyderabad,Necklace Rd,Southbound,1,40.9,Low
2024-01-05 14:25,Mumbai,Eastern Freeway,Westbound,3,39.9,Moderate
2024-01-28 07:23,Mumbai,Western Express Hwy,Northbound,3,30.5,Moderate
2024-01-27 20:03,Bangalore,Bellary Rd,Westbound,2,17.0,High
2024-01-01 06:06,Mumbai,Western Express Hwy,Westbound,2,50.0,Low
2024-01-21 04:47,Chennai,Mount Rd,Southbound,2,50.0,Low
2024-01-23 13:40,Chennai,ECR,Eastbound,2,44.9,Low
2024-01-14 13:46,Hyderabad,Necklace Rd,Southbound,3,22.2,High
2024-01-06 22:23,Delhi,Outer Ring Road,Northbound,2,47.2,Low
2024-01-12 06:41,Delhi,Ring Road,Northbound,2,40.4,Low
2024-01-13 20:36,Delhi,NH48,Northbound,1,21.8,High
2024-01-24 00:52,Bangalore,Bellary Rd,Westbound,2,53.4,Low
2024-01-10 10:40,Mumbai,Western Express Hwy,Southbound,3,15.2,High
2024-01-30 18:38,Bangalore,Outer Ring Rd,Northbound,1,20.6,High
2024-01-26 03:50,Hyderabad,Hitech City Rd,Eastbound,2,53.9,Low
2024-01-04 13:04,Hyderabad,Hitech City Rd,Northbound,4,55.0,Low
2024-01-12 01:53,Delhi,Ring Road,Westbound,2,32.0,Moderate
2024-01-13 13:20,Bangalore,100 Feet Rd,Southbound,1,25.6,Moderate
2024-01-03 18:02,Bangalore,100 Feet Rd,Southbound,4,33.0,Moderate
2024-01-27 17:48,Mumbai,Western Express Hwy,Westbound,1,15.2,High
2024-01-25 23:21,Mumbai,Linking Rd,Westbound,4,55.0,Low
2024-01-02 19:29,Mumbai,Western Express Hwy,Westbound,3,16.6,High
2024-01-04 01:36,Bangalore,100 Feet Rd,Westbound,4,52.5,Low
2024-01-18 16:19,Hyderabad,Necklace Rd,Eastbound,4,47.6,Low
2024-01-16 18:02,Mumbai,Linking Rd,Northbound,1,24.3,High
2024-01-29 14:36,Hyderabad,Hitech City Rd,Northbound,4,56.4,Low
2024-01-07 04:45,Hyderabad,Hitech City Rd,Eastbound,1,37.9,Moderate
2024-01-13 21:18,Mumbai,Western Express Hwy,Northbound,4,20.4,High
2024-01-29 11:53,Hyderabad,Hitech City Rd,Westbound,4,14.2,High
2024-01-18 08:10,Bangalore,100 Feet Rd,Eastbound,1,17.0,High
2024-01-03 02:46,Delhi,NH48,Eastbound,4,46.0,Low
2024-01-08 16:32,Hyderabad,NH65,Southbound,3,29.9,Moderate
2024-01-11 04:58,Hyderabad,Necklace Rd,Westbound,3,46.2,Low
2024-01-30 04:31,Chennai,Mount Rd,Northbound,2,46.1,Low
2024-01-13 21:09,Hyderabad,Hitech City Rd,Northbound,4,15.5,High
2024-01-10 05:08,Mumbai,Linking Rd,Eastbound,3,49.5,Low
2024-01-30 20:41,Chennai,OMR,Northbound,1,23.7,High
2024-01-30 14:47,Chennai,OMR,Southbound,3,32.5,Moderate
2024-01-18 13:39,Delhi,Ring Road,Northbound,4,29.9,Moderate
2024-01-18 21:24,Delhi,NH48,Eastbound,1,33.3,Moderate
2024-01-14 16:41,Bangalore,100 Feet Rd,Southbound,4,43.7,Low
2024-01-16 12:05,Bangalore,100 Feet Rd,Northbound,2,54.4,Low
2024-01-28 11:05,Bangalore,Bellary Rd,Southbound,2,42.0,Low
2024-01-05 07:26,Hyderabad,Hitech City Rd,Westbound,4,33.8,Moderate
2024-01-16 23:49,Chennai,Mount Rd,Eastbound,4,19.6,High
2024-01-03 17:30,Delhi,Outer Ring Road,Eastbound,4,12.1,High
2024-01-14 14:21,Mumbai,Linking Rd,Eastbound,4,50.5,Low
2024-01-09 03:06,Bangalore,Bellary Rd,Westbound,3,58.1,Low
2024-01-04 03:26,Chennai,OMR,Westbound,1,15.5,High
2024-01-28 12:03,Mumbai,Western Express Hwy,Westbound,3,42.3,Low
2024-01-26 06:10,Mumbai,Western Express Hwy,Southbound,3,14.4,High
2024-01-06 23:06,Hyderabad,NH65,Eastbound,4,10.9,High
2024-01-20 06:04,Delhi,Ring Road,Northbound,2,43.2,Low
2024-01-01 05:18,Mumbai,Western Express Hwy,Eastbound,3,42.8,Low
2024-01-30 04:09,Hyderabad,NH65,Eastbound,1,43.5,Low
2024-01-29 14:45,Hyderabad,NH65,Southbound,1,25.8,Moderate
2024-01-01 18:42,Chennai,OMR,Westbound,2,10.3,High
2024-01-09 07:21,Chennai,Mount Rd,Westbound,4,42.3,Low
2024-01-17 15:06,Hyderabad,Necklace Rd,Westbound,3,22.6,High
2024-01-29 14:34,Hyderabad,Hitech City Rd,Northbound,2,48.8,Low
2024-01-09 21:24,Hyderabad,Hitech City Rd,Westbound,4,49.5,Low
2024-01-25 10:42,Bangalore,100 Feet Rd,Westbound,1,10.4,High
2024-01-11 09:11,Mumbai,Linking Rd,Eastbound,4,29.3,Moderate
2024-01-21 05:26,Hyderabad,Hitech City Rd,Southbound,2,57.0,Low
2024-01-04 15:51,Mumbai,Eastern Freeway,Eastbound,1,27.8,Moderate
2024-01-17 11:33,Hyderabad,Hitech City Rd,Westbound,2,10.1,High
2024-01-23 12:26,Delhi,Ring Road,Southbound,2,20.7,High
2024-01-25 23:41,Bangalore,Outer Ring Rd,Southbound,1,26.8,Moderate
2024-01-14 15:15,Chennai,OMR,Southbound,3,17.2,High
2024-01-07 21:47,Chennai,Mount Rd,Northbound,2,50.5,Low
2024-01-17 16:04,Bangalore,Bellary Rd,Westbound,3,57.6,Low
2024-01-18 22:26,Mumbai,Western Express Hwy,Southbound,1,17.4,High
2024-01-12 16:57,Bangalore,100 Feet Rd,Southbound,1,47.2,Low
2024-01-29 01:39,Mumbai,Linking Rd,Westbound,2,27.6,Moderate
2024-01-27 22:05,Delhi,Outer Ring Road,Northbound,3,17.2,High
2024-01-16 20:54,Mumbai,Western Express Hwy,Southbound,2,22.0,High
2024-01-29 17:39,Chennai,ECR,Westbound,1,23.7,High
2024-01-14 23:02,Mumbai,Western Express Hwy,Northbound,1,53.8,Low
2024-01-15 14:41,Hyderabad,Hitech City Rd,Southbound,3,24.2,High
2024-01-26 19:47,Delhi,NH48,Eastbound,4,13.5,High
2024-01-29 02:45,Delhi,Ring Road,Westbound,4,20.9,High
2024-01-15 08:14,Bangalore,Bellary Rd,Southbound,1,23.3,High
2024-01-28 03:50,Chennai,OMR,Westbound,1,48.9,Low
2024-01-22 07:32,Bangalore,Outer Ring Rd,Eastbound,4,44.2,Low
2024-01-28 15:16,Chennai,OMR,Northbound,3,44.9,Low
2024-01-26 14:09,Mumbai,Eastern Freeway,Southbound,3,54.6,Low
2024-01-20 01:17,Bangalore,Bellary Rd,Westbound,4,12.4,High
2024-01-25 20:10,Bangalore,Outer Ring Rd,Westbound,1,35.3,Moderate
2024-01-26 08:38,Hyderabad,Necklace Rd,Southbound,1,23.5,High
2024-01-15 15:36,Mumbai,Western Express Hwy,Southbound,4,48.3,Low
2024-01-17 20:19,Hyderabad,Hitech City Rd,Southbound,4,10.8,High
2024-01-28 15:26,Delhi,Outer Ring Road,Westbound,3,40.7,Low
2024-01-30 14:16,Hyderabad,Necklace Rd,Southbound,3,50.0,Low
2024-01-10 08:26,Delhi,Outer Ring Road,Westbound,1,36.9,Moderate
2024-01-23 05:55,Mumbai,Eastern Freeway,Eastbound,2,26.2,Moderate
2024-01-12 03:13,Mumbai,Eastern Freeway,Southbound,2,53.7,Low
2024-01-10 12:14,Hyderabad,NH65,Eastbound,4,48.5,Low
2024-01-27 03:18,Delhi,Ring Road,Westbound,3,59.1,Low
2024-01-27 01:41,Chennai,Mount Rd,Northbound,4,32.8,Moderate
2024-01-08 21:49,Bangalore,Outer Ring Rd,Westbound,2,56.7,Low
2024-01-11 11:12,Mumbai,Linking Rd,Eastbound,4,37.4,Moderate
2024-01-17 03:13,Chennai,OMR,Westbound,1,16.3,High
2024-01-06 19:12,Bangalore,Bellary Rd,Westbound,2,10.9,High
2024-01-09 10:54,Hyderabad,Necklace Rd,Southbound,2,33.5,Moderate
2024-01-25 15:55,Hyderabad,NH65,Northbound,1,47.8,Low
2024-01-05 20:16,Mumbai,Western Express Hwy,Northbound,4,48.5,Low
2024-01-16 18:07,Delhi,Ring Road,Eastbound,1,10.4,High
2024-01-24 08:38,Hyderabad,Necklace Rd,Eastbound,2,20.5,High
2024-01-24 15:42,Bangalore,Outer Ring Rd,Southbound,4,23.8,High
2024-01-20 13:54,Chennai,Mount Rd,Northbound,2,45.8,Low
2024-01-25 03:23,Delhi,NH48,Northbound,3,52.8,Low
2024-01-25 20:58,Mumbai,Western Express Hwy,Northbound,4,13.6,High
2024-01-12 14:11,Bangalore,100 Feet Rd,Southbound,1,56.4,Low
2024-01-25 21:25,Chennai,OMR,Southbound,4,20.5,High
2024-01-24 00:48,Delhi,Ring Road,Southbound,1,33.8,Moderate
2024-01-12 21:30,Chennai,Mount Rd,Northbound,3,33.1,Moderate
2024-01-07 09:44,Mumbai,Western Express Hwy,Westbound,2,20.5,High
2024-01-10 00:07,Delhi,Ring Road,Eastbound,1,52.9,Low
2024-01-08 17:02,Chennai,Mount Rd,Eastbound,4,51.2,Low
2024-01-07 00:09,Delhi,Outer Ring Road,Eastbound,1,39.4,Moderate
2024-01-06 10:47,Delhi,Ring Road,Northbound,4,21.3,High
2024-01-08 07:54,Chennai,OMR,Southbound,4,48.1,Low
2024-01-02 23:18,Mumbai,Western Express Hwy,Eastbound,2,21.8,High
2024-01-26 15:20,Bangalore,Bellary Rd,Westbound,2,43.9,Low
2024-01-18 19:27,Delhi,Outer Ring Road,Southbound,3,12.1,High
2024-01-07 07:36,Delhi,NH48,Northbound,1,37.4,Moderate
2024-01-22 14:48,Mumbai,Eastern Freeway,Westbound,4,20.2,High
2024-01-27 22:51,Chennai,OMR,Southbound,4,39.8,Moderate
2024-01-14 16:46,Bangalore,Bellary Rd,Eastbound,3,39.9,Moderate
2024-01-28 23:23,Delhi,Ring Road,Southbound,1,16.8,High
2024-01-08 22:37,Bangalore,100 Feet Rd,Northbound,2,52.1,Low
2024-01-07 17:48,Bangalore,100 Feet Rd,Westbound,1,27.4,Moderate
2024-01-20 04:14,Delhi,Outer Ring Road,Westbound,2,44.9,Low
2024-01-18 05:25,Bangalore,Bellary Rd,Eastbound,3,51.0,Low
2024-01-02 23:16,Chennai,OMR,Eastbound,2,17.0,High
2024-01-22 15:24,Hyderabad,Necklace Rd,Eastbound,3,27.8,Moderate
2024-01-09 03:05,Mumbai,Western Express Hwy,Southbound,4,20.6,High
2024-01-03 13:44,Chennai,Mount Rd,Westbound,1,49.3,Low
2024-01-08 07:38,Mumbai,Eastern Freeway,Northbound,2,41.1,Low
2024-01-30 16:57,Chennai,OMR,Westbound,2,59.0,Low
2024-01-13 11:06,Bangalore,100 Feet Rd,Westbound,3,45.8,Low
2024-01-19 22:36,Chennai,ECR,Eastbound,1,12.2,High
2024-01-06 19:31,Bangalore,100 Feet Rd,Eastbound,4,43.1,Low
2024-01-03 07:25,Hyderabad,Hitech City Rd,Southbound,4,40.6,Low
2024-01-04 06:26,Mumbai,Linking Rd,Southbound,1,53.5,Low
2024-01-13 06:06,Mumbai,Eastern Freeway,Westbound,1,38.7,Moderate
2024-01-14 07:03,Chennai,OMR,Eastbound,3,41.7,Low
2024-01-17 19:31,Bangalore,Outer Ring Rd,Westbound,1,20.4,High
2024-01-23 12:50,Delhi,Outer Ring Road,Eastbound,2,36.5,Moderate
2024-01-07 05:36,Chennai,OMR,Southbound,1,56.3,Low
2024-01-29 10:27,Delhi,Outer Ring Road,Westbound,2,16.2,High
2024-01-28 22:02,Mumbai,Linking Rd,Northbound,3,46.0,Low
2024-01-11 19:06,Hyderabad,Hitech City Rd,Westbound,2,28.8,Moderate
2024-01-11 12:04,Bangalore,Outer Ring Rd,Northbound,2,47.6,Low
2024-01-07 20:29,Hyderabad,Necklace Rd,Eastbound,3,24.0,High
2024-01-30 06:26,Delhi,Ring Road,Eastbound,3,31.6,Moderate
2024-01-04 16:17,Bangalore,100 Feet Rd,Northbound,3,30.1,Moderate
2024-01-26 10:44,Hyderabad,Hitech City Rd,Southbound,2,37.3,Moderate
2024-01-11 12:34,Delhi,Outer Ring Road,Westbound,3,52.1,Low
2024-01-05 20:46,Bangalore,100 Feet Rd,Eastbound,2,23.7,High
2024-01-02 15:33,Chennai,Mount Rd,Northbound,3,37.1,Moderate
2024-01-17 06:03,Mumbai,Linking Rd,Eastbound,4,47.2,Low
2024-01-28 10:24,Bangalore,Outer Ring Rd,Westbound,3,19.8,High
2024-01-20 18:49,Mumbai,Linking Rd,Eastbound,1,22.7,High
2024-01-26 09:00,Hyderabad,Hitech City Rd,Northbound,3,52.4,Low
2024-01-26 11:03,Hyderabad,Hitech City Rd,Westbound,4,39.0,Moderate
2024-01-16 14:48,Delhi,NH48,Southbound,2,55.3,Low
2024-01-15 03:07,Mumbai,Eastern Freeway,Westbound,2,49.4,Low
2024-01-16 15:09,Mumbai,Linking Rd,Westbound,2,14.4,High
2024-01-18 21:33,Delhi,NH48,Eastbound,2,16.7,High
2024-01-21 03:23,Bangalore,Bellary Rd,Northbound,2,50.6,Low
2024-01-07 18:56,Mumbai,Western Express Hwy,Eastbound,2,29.9,Moderate
2024-01-20 07:42,Mumbai,Western Express Hwy,Northbound,2,25.5,Moderate
2024-01-05 18:38,Chennai,ECR,Eastbound,4,15.7,High
2024-01-08 07:44,Chennai,OMR,Eastbound,2,32.9,Moderate
2024-01-21 17:20,Chennai,OMR,Eastbound,3,20.4,High
2024-01-18 20:45,Hyderabad,NH65,Westbound,2,40.6,Low
2024-01-30 00:00,Mumbai,Western Express Hwy,Eastbound,1,39.5,Moderate
2024-01-18 18:41,Bangalore,100 Feet Rd,Eastbound,2,18.4,High
2024-01-29 07:04,Hyderabad,Necklace Rd,Westbound,2,14.7,High
2024-01-11 20:02,Hyderabad,Necklace Rd,Southbound,3,18.7,High
2024-01-22 20:13,Chennai,ECR,Westbound,3,55.9,Low
2024-01-21 22:40,Hyderabad,Necklace Rd,Westbound,4,29.2,Moderate
2024-01-17 17:13,Chennai,OMR,Westbound,2,38.2,Moderate
2024-01-18 20:15,Hyderabad,Necklace Rd,Westbound,3,59.5,Low
2024-01-21 06:32,Bangalore,Outer Ring Rd,Southbound,3,35.1,Moderate
2024-01-13 18:08,Bangalore,Outer Ring Rd,Southbound,1,34.8,Moderate
2024-01-21 20:31,Chennai,Mount Rd,Southbound,4,16.3,High
2024-01-12 09:23,Mumbai,Linking Rd,Westbound,4,26.6,Moderate
2024-01-06 13:31,Bangalore,Bellary Rd,Southbound,2,38.5,Moderate
2024-01-22 21:31,Delhi,Outer Ring Road,Westbound,3,21.8,High
2024-01-20 12:32,Bangalore,Bellary Rd,Southbound,1,30.9,Moderate
2024-01-14 18:09,Hyderabad,Hitech City Rd,Southbound,4,25.4,Moderate
2024-01-04 22:54,Delhi,Outer Ring Road,Southbound,3,40.3,Low
2024-01-15 02:50,Bangalore,Bellary Rd,Eastbound,1,21.8,High
2024-01-03 21:29,Hyderabad,Hitech City Rd,Eastbound,3,47.7,Low
2024-01-18 10:56,Hyderabad,Hitech City Rd,Southbound,4,20.1,High
2024-01-22 00:53,Delhi,NH48,Eastbound,1,40.4,Low
2024-01-17 04:33,Hyderabad,NH65,Northbound,1,48.9,Low
2024-01-08 08:06,Bangalore,100 Feet Rd,Eastbound,1,22.4,High
2024-01-15 06:23,Bangalore,Bellary Rd,Westbound,3,39.7,Moderate
2024-01-06 14:54,Bangalore,100 Feet Rd,Eastbound,1,27.4,Moderate
2024-01-09 12:05,Mumbai,Western Express Hwy,Southbound,3,38.2,Moderate
2024-01-27 14:41,Mumbai,Western Express Hwy,Eastbound,3,45.2,Low
2024-01-03 03:22,Hyderabad,Hitech City Rd,Eastbound,2,58.8,Low
2024-01-28 16:39,Mumbai,Linking Rd,Northbound,2,43.5,Low
2024-01-13 22:20,Chennai,ECR,Northbound,4,52.8,Low
2024-01-05 18:33,Hyderabad,NH65,Eastbound,4,13.4,High
2024-01-12 16:27,Delhi,NH48,Northbound,1,48.7,Low
2024-01-08 19:25,Chennai,ECR,Northbound,3,11.3,High
2024-01-17 12:13,Delhi,NH48,Northbound,1,30.7,Moderate
2024-01-24 18:16,Mumbai,Eastern Freeway,Northbound,2,18.5,High
2024-01-08 14:27,Mumbai,Eastern Freeway,Eastbound,1,26.9,Moderate
2024-01-08 20:22,Delhi,Outer Ring Road,Southbound,3,39.0,Moderate
2024-01-01 16:59,Delhi,Ring Road,Westbound,1,27.2,Moderate
2024-01-02 19:54,Delhi,NH48,Northbound,3,55.4,Low
2024-01-28 14:15,Chennai,ECR,Westbound,4,40.4,Low
2024-01-19 11:50,Mumbai,Western Express Hwy,Eastbound,4,50.4,Low
2024-01-12 05:21,Mumbai,Linking Rd,Northbound,3,16.2,High
2024-01-02 19:18,Chennai,ECR,Northbound,3,13.4,High
2024-01-11 10:59,Mumbai,Western Express Hwy,Southbound,3,37.5,Moderate
2024-01-04 19:25,Delhi,Outer Ring Road,Northbound,4,23.3,High
2024-01-01 14:14,Hyderabad,Necklace Rd,Eastbound,4,39.1,Moderate
2024-01-04 00:55,Chennai,OMR,Westbound,4,42.1,Low
2024-01-26 20:52,Chennai,Mount Rd,Northbound,3,21.9,High
2024-01-30 00:06,Delhi,Ring Road,Eastbound,2,46.6,Low
2024-01-26 11:50,Mumbai,Eastern Freeway,Westbound,2,52.1,Low
2024-01-09 18:29,Chennai,Mount Rd,Eastbound,4,14.4,High
2024-01-20 19:55,Delhi,Outer Ring Road,Northbound,2,32.6,Moderate
2024-01-10 18:23,Bangalore,100 Feet Rd,Eastbound,2,16.6,High
2024-01-27 10:26,Delhi,Ring Road,Westbound,4,21.5,High
2024-01-15 19:00,Hyderabad,Hitech City Rd,Eastbound,4,58.9,Low
2024-01-03 23:14,Hyderabad,Necklace Rd,Eastbound,3,51.6,Low
2024-01-26 05:06,Chennai,ECR,Eastbound,3,31.1,Moderate
2024-01-10 11:19,Delhi,NH48,Eastbound,2,19.5,High
2024-01-21 06:56,Delhi,Ring Road,Westbound,3,51.8,Low
2024-01-12 13:53,Hyderabad,Hitech City Rd,Southbound,3,59.3,Low
2024-01-26 01:19,Chennai,Mount Rd,Eastbound,4,31.2,Moderate
2024-01-08 09:01,Bangalore,Bellary Rd,Westbound,2,44.2,Low
2024-01-29 22:40,Mumbai,Western Express Hwy,Southbound,3,55.5,Low
2024-01-13 13:03,Mumbai,Western Express Hwy,Westbound,4,59.7,Low
2024-01-30 02:33,Hyderabad,Necklace Rd,Westbound,4,57.6,Low
2024-01-14 21:05,Delhi,Outer Ring Road,Westbound,4,56.8,Low
2024-01-28 08:54,Bangalore,Outer Ring Rd,Northbound,2,22.8,High
2024-01-04 09:25,Hyderabad,Necklace Rd,Westbound,4,32.3,Moderate
2024-01-18 15:46,Hyderabad,NH65,Westbound,1,34.1,Moderate
2024-01-13 14:43,Mumbai,Western Express Hwy,Westbound,3,45.7,Low
2024-01-28 00:39,Hyderabad,NH65,Eastbound,2,16.6,High
2024-01-21 07:47,Hyderabad,Necklace Rd,Southbound,2,21.2,High
2024-01-21 22:15,Chennai,OMR,Eastbound,4,33.1,Moderate
2024-01-25 08:25,Bangalore,Bellary Rd,Southbound,3,27.8,Moderate
2024-01-19 14:48,Delhi,NH48,Eastbound,1,27.9,Moderate
2024-01-12 07:31,Hyderabad,Hitech City Rd,Westbound,1,52.7,Low
2024-01-27 17:09,Chennai,Mount Rd,Northbound,3,54.1,Low
2024-01-21 14:28,Mumbai,Western Express Hwy,Westbound,4,13.3,High
2024-01-01 00:46,Delhi,Ring Road,Eastbound,1,49.4,Low
2024-01-10 04:57,Chennai,ECR,Eastbound,3,13.4,High
2024-01-21 22:11,Mumbai,Eastern Freeway,Eastbound,3,51.7,Low
2024-01-08 21:07,Hyderabad,Necklace Rd,Northbound,3,25.3,Moderate
2024-01-12 07:59,Hyderabad,Necklace Rd,Eastbound,4,57.5,Low
2024-01-08 04:29,Mumbai,Western Express Hwy,Eastbound,3,45.6,Low
2024-01-01 01:48,Delhi,Outer Ring Road,Northbound,2,26.1,Moderate
2024-01-13 23:38,Delhi,Outer Ring Road,Southbound,4,42.6,Low
2024-01-26 18:13,Delhi,Outer Ring Road,Southbound,2,42.3,Low
2024-01-26 10:01,Bangalore,Outer Ring Rd,Northbound,2,47.7,Low
2024-01-09 17:08,Delhi,Ring Road,Northbound,1,20.4,High
2024-01-11 10:20,Hyderabad,NH65,Eastbound,2,27.0,Moderate
2024-01-26 08:58,Bangalore,Outer Ring Rd,Southbound,3,14.5,High
2024-01-07 06:36,Bangalore,100 Feet Rd,Southbound,4,28.1,Moderate
2024-01-05 00:39,Delhi,Ring Road,Southbound,1,14.0,High
2024-01-24 10:24,Delhi,NH48,Southbound,2,11.5,High
2024-01-04 21:06,Delhi,NH48,Westbound,3,38.0,Moderate
2024-01-22 09:22,Delhi,Ring Road,Southbound,4,17.6,High
2024-01-17 06:28,Chennai,ECR,Westbound,3,30.8,Moderate
2024-01-01 07:58,Bangalore,Bellary Rd,Eastbound,1,48.8,Low
2024-01-12 21:39,Chennai,Mount Rd,Northbound,1,54.7,Low
2024-01-20 18:08,Mumbai,Eastern Freeway,Northbound,3,10.3,High
2024-01-26 19:26,Hyderabad,Hitech City Rd,Westbound,4,10.4,High
2024-01-08 12:08,Mumbai,Western Express Hwy,Eastbound,3,32.7,Moderate
2024-01-17 06:03,Bangalore,Outer Ring Rd,Northbound,3,58.5,Low
2024-01-14 10:11,Delhi,Ring Road,Southbound,4,20.9,High
2024-01-01 22:43,Delhi,NH48,Westbound,1,13.3,High
2024-01-19 17:11,Delhi,NH48,Northbound,1,24.2,High
2024-01-05 00:29,Mumbai,Western Express Hwy,Westbound,1,31.3,Moderate
2024-01-29 11:26,Bangalore,100 Feet Rd,Southbound,4,28.6,Moderate
2024-01-01 20:46,Bangalore,Outer Ring Rd,Northbound,3,19.7,High
2024-01-09 06:30,Mumbai,Eastern Freeway,Eastbound,4,54.2,Low
2024-01-07 10:34,Hyderabad,Necklace Rd,Northbound,3,11.5,High
2024-01-12 02:10,Delhi,Outer Ring Road,Westbound,4,33.7,Moderate
2024-01-03 16:03,Mumbai,Linking Rd,Southbound,2,28.2,Moderate
2024-01-10 20:34,Delhi,Ring Road,Northbound,1,23.3,High
2024-01-22 23:52,Hyderabad,NH65,Northbound,3,57.3,Low
2024-01-01 04:01,Delhi,NH48,Eastbound,1,58.1,Low
2024-01-27 06:37,Bangalore,100 Feet Rd,Westbound,3,52.6,Low
2024-01-02 04:15,Mumbai,Eastern Freeway,Eastbound,1,11.2,High
2024-01-23 08:45,Hyderabad,Necklace Rd,Northbound,3,24.6,High
2024-01-28 19:45,Bangalore,100 Feet Rd,Southbound,1,17.8,High
2024-01-30 22:25,Bangalore,100 Feet Rd,Eastbound,1,47.3,Low
2024-01-14 11:21,Bangalore,Bellary Rd,Southbound,3,43.5,Low
2024-01-22 18:41,Bangalore,100 Feet Rd,Northbound,3,21.9,High
2024-01-12 03:11,Bangalore,Outer Ring Rd,Southbound,4,47.4,Low
2024-01-22 18:22,Chennai,OMR,Northbound,2,14.1,High
2024-01-04 08:42,Bangalore,Bellary Rd,Northbound,4,12.0,High
2024-01-06 13:02,Delhi,Ring Road,Northbound,2,32.5,Moderate
2024-01-08 10:44,Chennai,OMR,Westbound,2,34.4,Moderate
2024-01-21 16:56,Chennai,Mount Rd,Northbound,2,54.0,Low
2024-01-22 15:33,Chennai,ECR,Eastbound,4,30.3,Moderate
2024-01-20 05:04,Chennai,ECR,Westbound,1,43.9,Low
2024-01-07 10:06,Mumbai,Eastern Freeway,Eastbound,4,23.8,High
2024-01-10 08:21,Hyderabad,Hitech City Rd,Westbound,4,33.3,Moderate
2024-01-18 23:12,Hyderabad,Hitech City Rd,Westbound,4,45.7,Low
2024-01-14 04:36,Bangalore,Outer Ring Rd,Southbound,1,30.6,Moderate
2024-01-18 22:40,Delhi,Ring Road,Eastbound,3,12.2,High
2024-01-10 07:32,Delhi,Outer Ring Road,Eastbound,4,53.4,Low
2024-01-30 20:36,Mumbai,Linking Rd,Westbound,4,45.5,Low
2024-01-27 20:33,Bangalore,100 Feet Rd,Eastbound,2,15.3,High
2024-01-03 00:30,Delhi,NH48,Eastbound,1,25.6,Moderate
2024-01-19 16:52,Bangalore,100 Feet Rd,Southbound,4,54.1,Low
2024-01-26 05:14,Delhi,NH48,Westbound,3,52.1,Low
2024-01-14 19:05,Bangalore,Bellary Rd,Westbound,2,21.0,High
2024-01-09 14:32,Chennai,ECR,Northbound,4,51.8,Low
2024-01-08 19:19,Delhi,Ring Road,Northbound,1,10.6,High
2024-01-29 19:30,Bangalore,Outer Ring Rd,Eastbound,2,22.3,High
2024-01-27 03:44,Delhi,NH48,Westbound,3,46.3,Low
2024-01-22 12:28,Bangalore,100 Feet Rd,Eastbound,3,32.0,Moderate
2024-01-30 04:47,Mumbai,Eastern Freeway,Westbound,3,11.0,High
2024-01-30 15:27,Chennai,ECR,Westbound,4,39.0,Moderate
2024-01-15 05:20,Chennai,Mount Rd,Eastbound,3,23.2,High
2024-01-12 21:09,Bangalore,Bellary Rd,Southbound,3,25.2,Moderate
2024-01-06 11:57,Delhi,Ring Road,Westbound,4,34.7,Moderate
2024-01-21 05:15,Bangalore,100 Feet Rd,Northbound,1,22.9,High
2024-01-01 19:46,Mumbai,Linking Rd,Southbound,3,10.3,High
2024-01-12 05:04,Chennai,Mount Rd,Eastbound,1,52.1,Low
2024-01-22 08:41,Bangalore,100 Feet Rd,Southbound,4,15.1,High
2024-01-23 15:56,Chennai,OMR,Westbound,3,42.8,Low
